ename1,ename2
集中供电,交流不间断电源方式
接地系统设计,通信设备
正常运行,通信设备
网络管理系统间,集中告警系统
网络管理系统间,通信各子系统
硬件接口,标准
硬件接口,通用
通信协议,标准
通信协议,通用
托板,隧道内
托架,隧道内
线缆,隧道内
设置,托板
设置,托架
设置,线缆
设置,车载台无线天线
径路,不同
光缆,径路
敷设,分开
材料,无卤
材料,低烟
材料,阻燃
通信主干电缆,地下线路
光缆,地下线路
防护层,抗电气化干扰
布置,合理
地区用户线传输衰耗,所管辖范围
视觉信息,列车运行
视觉信息,防灾
视觉信息,救灾
视觉信息,乘客疏导
设备,图像摄取
设备,图像显示
设备,录像
设备,视频信号传输
功能,监视
功能,控制优先级
功能,循环显示
功能,任意定格与锁闭
功能,图像选择
功能,不间断实时录像
功能,摄像范围控制
功能,字符叠加
功能,远程电源控制
专用直通电话,车站
专用直通电话,车辆基地
行车值班员,车站
处所,行车值班员
行车值班员,车辆基地信号楼
处所,行车值班员
处所,电力值班人员
处所,防灾环控值班人员
行车和防灾广播,正线运营广播系统
区域,行车和防灾广播
10-7,以上
10-6,以上
多路输出接口,数字式
多路输出接口,指针式
信息平台,电子办公
信息平台,信息发布
信息平台,日常运作和管理
信息平台,资源管理
信息平台,人员交流
需求,运营单位
供电需求,设备
地下车站,地铁范围内
隧道空间,地铁范围内
城市公安无线通信系统,既有
原则,设备合理布置
设计,地铁通信设备用房
合理要求,通信设备
合理要求,布线
原则,故障导向安全
安全系统,采用
设备,采用
需要,地铁行车组织
需要,运营管理
运营要求,地铁大运量
运营要求,高密度行车
运营要求,不同列车编组
运营要求,行车交路
维护管理,现代化
需求,维护管理
超出,严禁
侵入,严禁
信号设备,高架
信号设备,地面线路
列车控制方式,连续式
首尾两端,运营列车
AFC系统,不同水平
需要,线网运营和管理
密钥系统,统一的
车票制式标准,统一的
功能,用户权限管理
接口,相关系统
各种,地铁
要求,运营模式
设备,操作简单
设备,方便快速
信息提示,清晰
能力,连续24h不间断工作
专用传输通道,自动售检票系统
三级网络,之间
中央计算机系统,线路
中央计算机系统之间,线路
通信协议,标准开放
网络通信接口,“一卡通”系统
网络通信接口,中央计算机系统之间
储值票,乘客
设置,自动检票机
要求,通道
车站,时段客流方向明显
独立,每个
付费区,独立
空间,排队购票
敷设,分管
敷设,分槽
位置,围栏立柱
要求,设备尺寸
要求,维护操作
信息传输网络,联动控制
触发装置,自动
触发装置,手动
车站封闭式,地面
车站封闭式,高架
站厅,车站封闭式
场所,火灾危险性
火灾自动报警探测器,房间
位置,区间消火栓
公共区域,乘客活动
图形显示装置,消防控制室
消防控制室之间,按线路设置
警报器,声
警报器,光
供电回路,专用
布线,封闭式线槽保护方式
防火分区,不同
系统,事务数据管理
综合监控系统,车站
综合监控系统,车辆基地
监控,被集成系统
管理,被集成系统
监控,时互联系统
联动控制功能,时互联系统
基础,满足要求
基础,满足要求
基础,满足要求
故障信息,重要
工业级网络,可靠
工业级网络,可维护
工业级网络,易扩展
控制产品,可靠
控制产品,可维护
控制产品,易扩展
增减,便于
现代运营管理,行车指挥
现代运营管理,防灾安全
现代运营管理,乘客服务
构建,综合监控系统
骨干网,综合监控系统
配置,综合监控系统
运营辅助管理功能,运营数据统计
运营辅助管理功能,操作员培训
运营辅助管理功能,决策支持
功能,列车运行
功能,设备状态自动监视
设备,综合监控系统
工业级网络,可靠
工业级网络,可维护
工业级网络,易扩展
控制产品,可靠
控制产品,可维护
控制产品,易扩展
数量,接口
数量,车站
数量,便于增减
功能,上层信息管理系统
控制命令,系统监控
传输时间,控制命令
设备状态变化反映时间,系统监控
供电,综合监控系统
特点,地铁系统
线路敷设方式,地铁系统
所属地域的气候条件,地铁系统
设置,环境与设备监控系统
基本原则,分散控制
基本原则,集中管理
基本原则,资源共享
原则,同一时间只发生一次火灾
信息处理能力,完备的
获得的数据,乘客信息系统
原则,独立设置
原则,环境与设备监控系统
编制,原则
组成,分层、分布式计算机控制系统
车站及中央级监控功能,环境与设备监控系统
设备,合用
功能,车站自动或手动火灾模式指令
功能,车站防烟、排烟模式
功能,停车位置
功能,火灾部位信息
功能,隧道防排烟模式
功能,车站乘客导向标识系统
功能,应急照明系统
功能,各排水泵房危险水位
设备,通风
设备,空调
设备,供暖
优化运行,系统设备
监控系统软件平台,成熟
监控系统软件平台,可靠
监控系统软件平台,开放
开放性接口,良好、通用的
发展趋势,计算机软件
发展趋势,通信
发展趋势,自动化
系统维护,完整的
诊断,完整的
功能,系统维护
功能,诊断
人机界面,良好的
控制,数据流
现场调试,长期
现场调试,分阶段
运行,已运行的系统
结构,模块化
结构,组件化
开放性,良好的
扩展性,良好的
可移植性,良好的
硬件集成环境,不同方式
软件配置形态,不同方式
技术,冗余
技术,容错
技术,自恢复
金属套管,同一根
信息,新闻
信息,天气预报
信息,道路交通
信息,公共信息
信息,公益广告
服务功能,乘客被动式
服务功能,多媒体导乘信息获取
服务功能,主动式多媒体咨询
服务功能,查询
媒体格式,文字
媒体格式,图片
媒体格式,视频信息
优先级别定义功能,数据传送
优先级别定义功能,数据显示
数据,定义级别高
多区域屏幕,每个区域可独立控制
分割功能,多区域屏幕
功能,单独播出列表
专业接口,时钟系统
专业接口,信号系统
专业接口,综合监控系统
专业接口,地铁内部
外部信息源接口,数字电视
外部信息源接口,无线电视
外部信息源接口,有线电视
信息功能,调停
信息功能,折返
信息功能,回库
时间,指定的
地点,指定的
区域,指定的
信息,全面的
信息,实时的
阻燃屏蔽电缆,无卤
阻燃屏蔽电缆,低烟
重要设施的通道门,涉及安全的
功能,出入口监控
功能,安全管理
系统标准,统一的
系统,车站级以下
设备,车站级以下
系统,重要的
主变电所,无人值班的
门禁,一级安全等级
用房,重要维修
用房,测试设备
常用门,一个
不间断工作,7×24h
功能,断电释放
受控房间,任意
门体受力,最合适
位置,门体受力
接口,建筑专业
供电,一级负荷
地铁线路,单条或多条
区域,方便运营管理
功能,防灾和应急指挥
办公管理和生活设施,运营调度管理
办公管理和生活设施,技术管理
办公管理和生活设施,生产和作业管理
要求,专业的
要求,消防
要求,结构
预留空间,检修
预留空间,更新改造
安全功能,防火
安全功能,防水
安全功能,防鼠
专业的要求,强电
专业的要求,弱电
专业的要求,消防
选择,电缆
敷设,管线
敷线方式,电缆井
专业的要求,强电
专业的要求,弱电
专业的要求,消防
温差,模拟屏
系统,防排烟
安防设施,闭路电视监视系统
安防设施,门禁系统
自动扶梯,公共交通型
自动人行道,公共交通型
节电功能,变频调速
监控,环境与设备监控系统
自动扶梯,事故疏散用
连续运行时间,自动扶梯
连续运行时间,自动人行道
控制装置,就地级
控制装置,车站级
额定速度,自动扶梯
额定速度,自动人行道
自动扶梯,上水平段
功能,三方通话
材料,无粉尘
漏水,不应
渗水,不应
功能,消防电梯
开门宽度,电梯
接口条件,站台门系统
系统,信号
系统,综合监控(或环境与设备监控)
系统,车辆
系统,低压配电
接口条件,系统
动作力,单边滑动门
列车停车精度,正常的
通信协议,开放的
硬障碍物,40mm
配套设施,生产
配套设施,生活
配套设施,办公
方针,节约用地
方针,节约能源
方针,资源
检修制度,相结合
动力房屋,空气压缩机间
动力房屋,变配电所
动力房屋,给水所
动力房屋,锅炉房
隔离栅栏,通透的
材料,安全
材料,实用
材料,美观
结构形式,安全
结构形式,实用
结构形式,美观
排水设施,良好的
车载通信信号设备,配备车辆
更衣休息,工作人员
房屋,生产
房屋,办公
房屋,生活
设施,动力
设施,照明
设施,给排水
设施,消防
原则,综合利用
原则,节约用水
就近排放,集中
地区,日照充足
降温,自然通风
技术,复杂
修复,困难
